発注GP,部門コード,部門名,#N/A_1,#N/A_2,#N/A_3,#N/A_4,#N/A_5,#N/A_6,#N/A_7,BicEC,KBさくら店,KBアクロスプラザ三芳店,KBイオンモール名取店,KBイオンモール堺鉄砲町店,KBイオン昭島SC店,KBファボーレ富山店,KB三鷹店,KB上尾　春日店,KB井草店,KB会津若松店,KB八王子高倉店,KB南砂町SUNAMO店,KB南越谷店,KB卸団地店,KB厚木栄町店,KB名谷店,KB和光店,KB善福寺店,KB大東店,KB宇品店,KB宇都宮本店,KB富士店,KB富山店,KB小倉店,KB小平店,KB広島インター緑井店,KB座間店,KB志村店,KB成城店,KB所沢店,KB新小岩店,KB新潟店,KB方木田店,KB日光店,KB春日部店,KB有松インター店,KB東村山店,KB東海大学東店,KB松戸店,KB柏店,KB横浜大口店,KB横須賀店,KB江北駅前店,KB江戸川店,KB池上店,KB沼津店,KB泉中央店,KB浜松店,KB浦和店,KB海老名店,KB深作店,KB清洲東インター店,KB港北インター店,KB港北東急SC店,KB熊本店,KB熊谷店,KB熱田店,KB甲府バイパス店,KB相模原店,KB福岡春日店,KB福岡西店,KB福島店,KB箕面店,KB習志野店,KB船橋店,KB若林店,KB茨木店,KB葛飾店,KB西友ひばりヶ丘店,KB西友二俣川,KB西東京店,KB越谷店,KB足立加平店,KB那覇店,KB郡山店,KB静岡店,KB駒生店,KB高崎店,KB高野店,KB鹿沼店,KB黒磯店,KBﾍﾞﾙｸｽﾓｰﾙ浮間舟渡店,NEW上越店,NEW与野店,NEW久喜,NEW伊勢崎店,NEW学園都市店,NEW山口宇部空港店,NEW弘前店,NEW生野店,NEW甲府,NEW白河店,NEW真岡店,NEW足利店,SELECT上板橋店,アキバソフマップ,コジマWowma！店,コジマアマゾン店,コジマダイレクトＳＰ,コジマネット,コジマ楽天市場店,コジマＹａｈｏｏ！店,ソフマップアマゾン店,ソフマップコム法人,ソフマップドットコム,ソフマップ楽天,ソフマップ法人,ソフマップ法人WEB用,ソフマップ法人関西,デジタルコレクション,ドットコムY！SHP,モバイル,仙台法人事業所,北関東法人事業所,大阪法人事業所,有楽町店,札幌法人事業所,東京法人事業所,楽天ビック,法人なんば,法人ドットコム,法人名古屋,法人第１グループ,法人第３グループ,法人第４グループ,法人赤坂見附駅店,神戸ハーバーランド店,福岡法人事業所,赤坂見附駅店,ＢＩＣアマゾン店,ＢＩＣ楽天市場店,売上金額_sum,販売数_sum,有楽町店_販売比率,ＢＩＣ楽天市場店_販売比率,BicEC_販売比率,赤坂見附駅店_販売比率,法人第１グループ_販売比率,法人第３グループ_販売比率,法人第４グループ_販売比率,モバイル_販売比率,ＢＩＣアマゾン店_販売比率,楽天ビック_販売比率,法人赤坂見附駅店_販売比率,法人名古屋_販売比率,法人なんば_販売比率,法人ドットコム_販売比率,ソフマップアマゾン店_販売比率,ソフマップ楽天_販売比率,アキバソフマップ_販売比率,デジタルコレクション_販売比率,ドットコムY！SHP_販売比率,ソフマップ法人WEB用_販売比率,ソフマップ法人_販売比率,ソフマップドットコム_販売比率,ソフマップコム法人_販売比率,ソフマップ法人関西_販売比率,コジマダイレクトＳＰ_販売比率,コジマWowma！店_販売比率,KB西友二俣川_販売比率,KBﾍﾞﾙｸｽﾓｰﾙ浮間舟渡店_販売比率,NEW弘前店_販売比率,KB泉中央店_販売比率,KBイオンモール名取店_販売比率,KB卸団地店_販売比率,NEW白河店_販売比率,KB郡山店_販売比率,KB会津若松店_販売比率,KB福島店_販売比率,KB方木田店_販売比率,NEW学園都市店_販売比率,KB駒生店_販売比率,KB鹿沼店_販売比率,NEW足利店_販売比率,NEW真岡店_販売比率,KB日光店_販売比率,KB黒磯店_販売比率,KBさくら店_販売比率,コジマネット_販売比率,NEW伊勢崎店_販売比率,KB高崎店_販売比率,KB深作店_販売比率,KB和光店_販売比率,KB南越谷店_販売比率,NEW久喜_販売比率,NEW与野店_販売比率,KB浦和店_販売比率,KB越谷店_販売比率,KB熊谷店_販売比率,KB上尾　春日店_販売比率,KB春日部店_販売比率,KB所沢店_販売比率,KBアクロスプラザ三芳店_販売比率,KB柏店_販売比率,KB松戸店_販売比率,KB船橋店_販売比率,KB習志野店_販売比率,SELECT上板橋店_販売比率,KB小平店_販売比率,KB港北東急SC店_販売比率,KB江戸川店_販売比率,KB井草店_販売比率,KB若林店_販売比率,KB志村店_販売比率,KB新小岩店_販売比率,KB三鷹店_販売比率,KB池上店_販売比率,KB善福寺店_販売比率,KB葛飾店_販売比率,KB東村山店_販売比率,KB江北駅前店_販売比率,KB南砂町SUNAMO店_販売比率,KB西東京店_販売比率,KB足立加平店_販売比率,KBイオン昭島SC店_販売比率,KB成城店_販売比率,KB港北インター店_販売比率,KB厚木栄町店_販売比率,KB海老名店_販売比率,KB横須賀店_販売比率,KB相模原店_販売比率,KB座間店_販売比率,KB横浜大口店_販売比率,KB東海大学東店_販売比率,KB新潟店_販売比率,NEW上越店_販売比率,NEW甲府_販売比率,KB甲府バイパス店_販売比率,KB富山店_販売比率,KBファボーレ富山店_販売比率,KB静岡店_販売比率,KB浜松店_販売比率,KB沼津店_販売比率,KB富士店_販売比率,KB熱田店_販売比率,KB有松インター店_販売比率,KB清洲東インター店_販売比率,KB高野店_販売比率,KB箕面店_販売比率,KB茨木店_販売比率,NEW生野店_販売比率,KB大東店_販売比率,KB名谷店_販売比率,神戸ハーバーランド店_販売比率,KB宇品店_販売比率,KB広島インター緑井店_販売比率,NEW山口宇部空港店_販売比率,KB福岡春日店_販売比率,KB福岡西店_販売比率,KB小倉店_販売比率,KB熊本店_販売比率,KB那覇店_販売比率,KB宇都宮本店_販売比率,KB八王子高倉店_販売比率,コジマ楽天市場店_販売比率,コジマＹａｈｏｏ！店_販売比率,コジマアマゾン店_販売比率,KBイオンモール堺鉄砲町店_販売比率,KB西友ひばりヶ丘店_販売比率,北関東法人事業所_販売比率,仙台法人事業所_販売比率,東京法人事業所_販売比率,大阪法人事業所_販売比率,福岡法人事業所_販売比率,札幌法人事業所_販売比率,#N/A_6_販売比率,#N/A_3_販売比率,#N/A_7_販売比率,#N/A_5_販売比率,#N/A_2_販売比率,#N/A_1_販売比率,#N/A_4_販売比率,JAN数
医薬品,683073,女性ヘアカラー,,,,,,,,395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,5.0,23.0,707.0,877.0,,,12.0,196.0,,,,77.0,48.0,274.0,,,,,,,1912.0,,1.0,,,,,,,,,,,4361265.0,4577.0,,,0.08630107057024251,,,,,0.05986454009176316,,0.4177408783045663,,,,0.00021848372296263927,,0.0428228097006773,,0.016823246668123223,0.010487218702206686,,,0.0026218046755516716,,,0.0010924186148131964,0.010924186148131964,,,,,,,,,,,,,,,,,,,,0.005025125628140704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15446799213458598,0.19161022503823466,,,,,,,,,,,,,,,,,679
医薬品,683074,その他ヘアケア,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,7.0,17.0,,,,4.0,,,,3.0,1.0,23.0,,,,,,,72.0,,13.0,,,,,,,,,,,194032.0,155.0,,,0.09032258064516129,,,,,0.14838709677419354,,0.4645161290322581,,,,0.08387096774193549,,0.025806451612903226,,0.01935483870967742,0.0064516129032258064,,,,,,0.0064516129032258064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04516129032258064,0.10967741935483871,,,,,,,,,,,,,,,,,213
医薬品,683080,ペット用品,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,3.0,,,,,,,,,,,,,14026.0,21.0,,,0.5238095238095238,,,,,0.3333333333333333,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
医薬品,683081,バス・トイレ関連,,,,,,,,1240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,132.0,,17.0,32.0,518.0,627.0,4.0,,45.0,194.0,,11.0,,31.0,58.0,599.0,,20.0,,,,,2275.0,,104.0,,,,,,,,,,,1991799.0,5967.0,,,0.20780961957432545,,,,,0.10038545332662979,,0.3812636165577342,,,,0.017429193899782137,0.0006703536115300822,0.03251215015920898,,0.005195240489358137,0.009720127367186191,0.0018434724317077259,,0.007541478129713424,,,0.002849002849002849,0.02212166918049271,,,,,,,,,,,,,,,,,,,,0.005362828892240657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016758840288252054,,,,,,,,,,,,,,,,,0.00921736215853863,,,,,0.0006703536115300822,,,,,,,,,,,,,,,,,,,,,,,0.08681079269314564,0.10507792860734037,,,,0.0033517680576504107,,,,,,,,,,,,,320
医薬品,683082,食器洗剤関連,,,,,,,,1390.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,8.0,2.0,,,,,,5.0,,,,,,,5.0,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,178.0,,55.0,38.0,692.0,789.0,,,19.0,295.0,,97.0,,63.0,106.0,1080.0,,20.0,5.0,,,11.0,4738.0,,726.0,,,,,,,,,,,2949770.0,10358.0,,,0.13419579069318402,,,,,0.10426723305657463,,0.45742421316856535,,,,0.07009075111025294,,0.028480401621934735,,0.00608225526163352,0.010233635837034176,0.009364742228229387,,0.0018343309519212204,,,0.005309905387140375,0.017184784707472485,,,,,,0.00028963120293492954,,,,,,,,,,,,,,0.0036686619038424407,,,,,,,,,,,,,,,,0.00048271867155821587,,,,0.0007723498744931454,,,,,,,,,,,,,,,,,,,,,,,,,,0.00048271867155821587,,0.0019308746862328635,,,,,0.0012550685460513613,,,,,,,,,,,,,,0.00019308746862328635,,,,,,,,,0.06680826414365708,0.07617300637188647,,,,0.0019308746862328635,,0.0010619810774280748,0.00048271867155821587,,,,,,,,,,596
医薬品,683083,住居洗剤関連,,10.0,,,,,,891.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,24.0,,2.0,,,,,,,,,2.0,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,79.0,,15.0,18.0,491.0,590.0,2.0,,32.0,160.0,,108.0,,58.0,45.0,520.0,,29.0,4.0,,,,2407.0,10.0,213.0,,,,2.0,,,1.0,,,,2585874.0,5761.0,,,0.15466064919284847,,,,0.0003471619510501649,0.09026210727304287,,0.41780940808887346,,,0.0017358097552508246,0.036972747786842564,0.0003471619510501649,0.027772956084013194,,0.010067696580454782,0.00781114389862871,0.018746745356708904,,0.0055545912168026386,,,0.0026037146328762367,0.013712897066481513,,,,,,,,,,,,,,,,,,,,0.003124457559451484,,,,,,,,,,,,,,,,,,,,,,,,,0.0003471619510501649,,,,,,0.0003471619510501649,,,,,,,,,,,,,,,,,0.0008679048776254123,,,,,0.006248915118902968,,,,,,,,,0.0008679048776254123,,,,,0.004165943412601979,,,,,,,0.0003471619510501649,,0.08522825898281548,0.10241277555979865,,,,0.005033848290227391,,,0.0006943239021003298,0.00017358097552508245,,,,,,0.0017358097552508246,,,361
医薬品,683084,衣類洗剤関連,,,,,,,,3096.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,26.0,,,,,,,,,,,14.0,,,,,,,,,23.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,956.0,,139.0,174.0,1834.0,4133.0,,,59.0,671.0,,64.0,,227.0,260.0,2919.0,,69.0,7.0,,,,9729.0,10.0,632.0,,,,,,,,,,,10396582.0,25061.0,,,0.12353856589920593,,,,,0.11647579905031723,,0.3882127608634931,,,0.00039902637564343,0.025218466940664777,,0.026774669805674153,,0.009057898727105862,0.01037468576672918,0.002553768804117952,,0.002354255616296237,,,0.005546466621443678,0.03814692151151191,,,,,,,,,,,,,,,,,,,,0.006943058936195683,,,,,,,,0.00039902637564343,,,,,,,,0.000558636925900802,,,,,,,,,0.0010374685766729181,,,,,,,,,,,,,,,,,,,,,,,3.9902637564343e-05,,,,,0.0009177606639798891,,,,,,,,,,,,,,0.000319221100514744,,,,,,,,,0.07318143729300507,0.16491760105342962,,,,0.0027532819919396673,,,0.000279318462950401,,,,,,,,,,557
医薬品,683085,防虫・除湿剤,,,,,,,,494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,2.0,41.0,269.0,282.0,,,23.0,54.0,,,,14.0,28.0,286.0,,9.0,,,,,892.0,,19.0,,,,15.0,,,,,,,941341.0,2466.0,,,0.2003244120032441,,,,0.006082725060827251,0.11597729115977291,,0.36171938361719386,,,,0.007704785077047851,,0.021897810218978103,,0.0056772100567721,0.0113544201135442,,,0.00932684509326845,,,0.0008110300081103001,0.015409570154095702,,,,,,,,,,,,,,,,,,,,0.01662611516626115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10908353609083536,0.11435523114355231,,,,0.0036496350364963502,,,,,,,,,,,,,172
医薬品,683086,芳香・消臭剤,,,,,,,,1078.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,191.0,,45.0,43.0,696.0,915.0,,,15.0,212.0,,76.0,,73.0,54.0,594.0,,48.0,,,15.0,2.0,2718.0,,269.0,,,,,,,,,,,2434834.0,7107.0,,,0.15168144083298157,,,,,0.08357956943858168,,0.3824398480371465,,,,0.037850007035317296,,0.029829745321514,,0.010271563247502462,0.007598142676234698,0.010693682285071057,,0.002110595187842972,,,0.006331785563528915,0.02687491205853384,,,,,,,,,,,,,,,,,,,0.0014070634585619812,0.006050372871816519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005065428450823132,,,,,0.0019698888419867736,,,,,,,,,,,,,,0.00042211903756859433,,,,,,,,,0.09793161671591388,0.12874630645842128,,,,0.006753904601097509,,0.0002814126917123962,,,0.002110595187842972,,,,,,,,518
医薬品,683087,生活紙類,,,,,,,,2029.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,,94.0,248.0,574.0,1010.0,,,147.0,342.0,,4.0,,73.0,260.0,1196.0,,5.0,,,,,2773.0,,214.0,,,,,,,,,,,3253668.0,9121.0,,,0.22245367832474508,,,,,0.13112597302927312,,0.3040236816138581,,,,0.023462339655739503,,0.03749588860870519,,0.008003508387238241,0.028505646310711546,0.0004385484047801776,,0.016116653875671526,,,0.010305887512334173,0.016335928078061616,,,,,,,,,,,,,,,,,,,,0.02719000109637101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003289113035851332,,,,,,,,,0.06293169608595549,0.11073347220699485,,,,0.000548185505975222,,,,,,,,,,,,,176
医薬品,683089,布用芳香・消臭剤,,,,,,1.0,,317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,59.0,3.0,8.0,7.0,199.0,320.0,,,20.0,59.0,,12.0,,19.0,16.0,195.0,,4.0,,,,5.0,860.0,,31.0,,,6.0,,,,,,,,1540669.0,2147.0,,,0.14764788076385654,,,0.0027945971122496508,,0.09082440614811364,,0.4005589194224499,,,,0.014438751746623195,,0.027480204937121566,,0.008849557522123894,0.007452258965999069,0.0055891942244993015,,0.009315323707498836,,,0.0037261294829995344,0.027480204937121566,,,,,,,,,,,,,,,,,,,,0.0032603632976245926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004657661853749418,,0.0009315323707498836,,,,,0.0013972985561248254,,,,,,,,,,,,,,,,,,,,,,,0.09268747088961342,0.14904517931998137,0.0013972985561248254,,,0.0018630647414997672,,0.002328830926874709,,,,0.0004657661853749418,,,,,,,124
医薬品,683090,ベビー用品,,,,,,,,388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,15.0,21.0,216.0,320.0,23.0,,4.0,142.0,,,,61.0,67.0,508.0,,,,,1.0,,1558.0,,49.0,,,,,,,,,,,3248298.0,3418.0,,,0.11351667641895846,,,,,0.1486249268578116,,0.45582211819777646,,,,0.014335868929198362,0.006729081334113517,0.04154476301930954,,0.017846693973083673,0.01960210649502633,,,0.0011702750146284377,,,0.004388531304856641,0.011702750146284377,,,,,,,,,,,,,,,,,,,,0.006143943826799298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001462843768285547,,,,,,,,,,,,,,,,,,,,,,,0.06319485078993564,0.09362200117027501,,,,,,,,,0.0002925687536571094,,,,,,,,646
医薬品,683091,ベビーオムツ,,,,,,,,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,7.0,26.0,127.0,234.0,,,2.0,159.0,,,,39.0,136.0,252.0,,,,,,,935.0,,11.0,,,,,,,,,,,3156593.0,2157.0,,,0.07000463606861382,,,,,0.1168289290681502,,0.4334724153917478,,,,0.005099675475197033,,0.0737134909596662,,0.01808066759388039,0.0630505331478906,,,0.0009272137227630969,,,0.003245248029670839,0.03616133518776078,,,,,,,,,,,,,,,,,,,,0.01205377839592026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05887807139545665,0.10848400556328233,,,,,,,,,,,,,,,,,125
医薬品,683092,ベビーフード,,,,,,,,533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0,,39.0,7.0,270.0,1115.0,,,4.0,97.0,,,,37.0,63.0,542.0,,,,,,,2150.0,,102.0,,,,,,,,,,,6331413.0,5174.0,,,0.10301507537688442,,,,,0.10475454194047158,,0.41553923463471204,,,,0.019713954387321223,,0.01874758407421724,,0.007151140316969463,0.012176265945110166,,,0.0007730962504831851,,,0.007537688442211055,0.041553923463471205,,,,,,,,,,,,,,,,,,,,0.001352918438345574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052183996907615,0.21550057982218787,,,,,,,,,,,,,,,,,457
医薬品,683093,介護用品,,,,,,,,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,4.0,12.0,60.0,184.0,,,46.0,20.0,,,,3.0,23.0,69.0,,,,,,,383.0,,7.0,,,,,,,,,,,597404.0,1012.0,,,0.18675889328063242,,,,,0.06818181818181818,,0.3784584980237154,,,,0.00691699604743083,,0.019762845849802372,,0.0029644268774703555,0.022727272727272728,,,0.045454545454545456,,,0.003952569169960474,0.011857707509881422,,,,,,,,,,,,,,,,,,,,0.011857707509881422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05928853754940711,0.18181818181818182,,,,,,,,,,,,,,,,,303
医薬品,683094,介護おむつ,,,,,,,,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,10.0,44.0,85.0,381.0,,,11.0,85.0,,,,28.0,23.0,144.0,,,,,,,586.0,,2.0,,,,,,,,,,,1734643.0,1636.0,,,0.13080684596577016,,,,,0.08801955990220049,,0.3581907090464548,,,,0.0012224938875305623,,0.0519559902200489,,0.017114914425427872,0.014058679706601468,,,0.006723716381418093,,,0.006112469437652812,0.014058679706601468,,,,,,,,,,,,,,,,,,,,0.02689486552567237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0519559902200489,0.23288508557457213,,,,,,,,,,,,,,,,,202
医薬品,683095,介護食品,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,30.0,,,,8.0,,,,,3.0,14.0,,,,,,,24.0,,1.0,,,,,,,,,,,122818.0,143.0,,,0.3146853146853147,,,,,0.0979020979020979,,0.16783216783216784,,,,0.006993006993006993,,0.055944055944055944,,,0.02097902097902098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1258741258741259,0.2097902097902098,,,,,,,,,,,,,,,,,53
医薬品,683096,衣類関連,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,74.0,140.0,,,,5.0,,,,9.0,8.0,31.0,,,,,,,228.0,,,,,,,,,,,,,1232881.0,522.0,,,0.03639846743295019,,,,,0.05938697318007663,,0.4367816091954023,,,,,,0.009578544061302681,,0.017241379310344827,0.01532567049808429,,,,,,0.007662835249042145,0.007662835249042145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1417624521072797,0.2681992337164751,,,,,,,,,,,,,,,,,244
医薬品,683097,ドラッグ（消化）,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,1622016.0,72.0,,,0.6944444444444444,,,,,0.19444444444444445,,,,,,,,,,,,,,,,,0.013888888888888888,,,,,,,,,,,,,,,,,,,,,0.09722222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
医薬品,683099,その他ドラッグ関連,,,,,,,,241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,5.0,2.0,78.0,116.0,,,7.0,43.0,,,,18.0,16.0,121.0,,,,,,,289.0,,3.0,,,,,,,,,,,933244.0,963.0,,,0.2502596053997923,,,,,0.1256490134994808,,0.3001038421599169,,,,0.003115264797507788,,0.0446521287642783,,0.018691588785046728,0.016614745586708203,,,0.007268951194184839,,,0.005192107995846314,0.024922118380062305,,,,,,,,,,,,,,,,,,,,0.0020768431983385254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08099688473520249,0.12045690550363447,,,,,,,,,,,,,,,,,412
医薬品,683120,ペット用品,,,,,,,,327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,8.0,,,,2.0,,,,2.0,,198.0,,,,,,,1592.0,,2.0,,,,,,,,,,,2830373.0,2134.0,,,0.15323336457357076,,,,,0.09278350515463918,,0.7460168697282099,,,,0.0009372071227741331,,0.0009372071227741331,,0.0009372071227741331,,,,,,,,0.0014058106841611997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0037488284910965324,,,,,,,,,,,,,,,,,928
医薬品,683121,ペット食品,,,,,,,,789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,20.0,7.0,51.0,121.0,,,14.0,14.0,,,,4.0,6.0,622.0,,,,,,,2681.0,,,,,,,,,,,,,1723739.0,4341.0,,,0.18175535590877678,,,,,0.14328495738309147,,0.6175996314213315,,,,,,0.00322506334945865,,0.0009214466712739,0.00138217000691085,,,0.00322506334945865,,,0.0046072333563695,0.0027643400138217,,,,,,,,,,,,,,,,,,,,0.001612531674729325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011748445058742226,0.027873761806035475,,,,,,,,,,,,,,,,,1711
家電１,231099,その他エアコン関連,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,4.0,2.0,14.0,22.0,10.0,,,7.0,,,,4.0,12.0,49.0,,,,,,,28.0,,,,,,,,,,,10.0,,1365058.0,265.0,,,0.35094339622641507,,,,,0.18490566037735848,0.03773584905660377,0.10566037735849057,,,,,0.03773584905660377,0.026415094339622643,,0.01509433962264151,0.045283018867924525,,,,,,0.01509433962264151,,,,,,,,,,,,,,,,,,,,,0.007547169811320755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052830188679245285,0.0830188679245283,0.03773584905660377,,,,,,,,,,,,,,,,22
