item_cd,store_cd,日付,chanel_gp,販売数,dept_cd,部門名,商品名,季節休日係数,季節休日係数割戻販売数
3045386376735,861,2018-07-20,自社EC,0.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.58,-0.0
3045386376735,861,2018-07-21,Amazon,0.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.62,-0.0
3045386376735,861,2018-07-21,Yahoo!,1.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.62,1.0
3045386376735,861,2018-07-21,楽天,2.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.62,3.0
3045386376735,861,2018-07-21,自社EC,0.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.62,-0.0
3045386376735,861,2018-07-22,Amazon,0.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.61,-0.0
3045386376735,861,2018-07-22,Yahoo!,1.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.61,1.0
3045386376735,861,2018-07-22,楽天,0.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.61,-0.0
3045386376735,861,2018-07-22,自社EC,2.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.61,3.0
3045386376735,861,2018-07-23,Amazon,0.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.56,-0.0
3045386376735,861,2018-07-23,Yahoo!,1.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.56,1.0
3045386376735,861,2018-07-23,楽天,1.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.56,1.0
3045386376735,861,2018-07-23,自社EC,1.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.56,1.0
3045386376735,861,2018-07-24,Amazon,0.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.57,-0.0
3045386376735,861,2018-07-24,Yahoo!,1.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.57,1.0
3045386376735,861,2018-07-24,楽天,1.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.57,1.0
3045386376735,861,2018-07-24,自社EC,0.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.57,-0.0
3045386376735,861,2018-07-25,Amazon,0.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.56,-0.0
