日付,store_cd,item_cd,販売数,μ,μ+2σ,スパイク日,販売可能在庫,総在庫量,移送中,発注残,dept_cd,部門名,商品名
2018-07-06,861,4549995018424,0,0.9354838709677419,3.314721150269132,0,6,6,0,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-07,861,4549995018424,0,0.9354838709677419,3.314721150269132,0,6,6,0,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-08,861,4549995018424,1,0.9354838709677419,3.314721150269132,0,5,5,0,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-09,861,4549995018424,1,0.9354838709677419,3.314721150269132,0,4,4,0,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-10,861,4549995018424,1,0.9354838709677419,3.314721150269132,0,3,3,0,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-11,861,4549995018424,1,0.9354838709677419,3.314721150269132,0,2,12,10,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-12,861,4549995018424,2,0.9354838709677419,3.314721150269132,0,6,10,4,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-13,861,4549995018424,4,0.9354838709677419,3.314721150269132,1,2,6,4,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-14,861,4549995018424,0,0.9354838709677419,3.314721150269132,0,2,6,4,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-15,861,4549995018424,0,0.9354838709677419,3.314721150269132,0,2,6,4,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-16,861,4549995018424,0,0.9354838709677419,3.314721150269132,0,2,6,4,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-17,861,4549995018424,0,0.9354838709677419,3.314721150269132,0,2,6,4,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-18,861,4549995018424,0,0.9354838709677419,3.314721150269132,0,1,6,5,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-19,861,4549995018424,1,0.9354838709677419,3.314721150269132,0,1,7,6,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-20,861,4549995018424,0,0.9354838709677419,3.314721150269132,0,1,7,6,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-21,861,4549995018424,1,0.9354838709677419,3.314721150269132,0,0,6,6,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-22,861,4549995018424,0,0.9354838709677419,3.314721150269132,0,0,6,6,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-23,861,4549995018424,0,0.9354838709677419,3.314721150269132,0,0,7,7,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-24,861,4549995018424,0,0.9354838709677419,3.314721150269132,0,0,7,7,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-25,861,4549995018424,1,0.9354838709677419,3.314721150269132,0,0,7,7,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-26,861,4549995018424,3,0.9354838709677419,3.314721150269132,0,0,13,7,6,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-27,861,4549995018424,0,0.9354838709677419,3.314721150269132,0,0,13,7,6,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-28,861,4549995018424,1,0.9354838709677419,3.314721150269132,0,6,13,7,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-29,861,4549995018424,2,0.9354838709677419,3.314721150269132,0,4,11,7,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-30,861,4549995018424,3,0.9354838709677419,3.314721150269132,0,2,9,7,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-31,861,4549995018424,4,0.9354838709677419,3.314721150269132,1,4,7,3,0,369992,Ｍａｃ純正アクセサリー,Apple TV(第4世代) 32GB
2018-07-01,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,3,3,0,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-02,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,3,3,0,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-03,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,3,3,0,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-04,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,3,3,0,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-05,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,3,3,0,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-06,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,3,3,0,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-07,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,3,3,0,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-08,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,3,3,0,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-09,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,3,3,0,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-10,861,4549995024319,1,0.25806451612903225,1.2699604607327821,0,2,2,0,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-11,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,2,2,0,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-12,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,2,2,0,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-13,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,2,2,0,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-14,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,2,2,0,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-15,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,2,2,0,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-16,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,2,2,0,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-17,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,2,2,0,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-18,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,2,4,2,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-19,861,4549995024319,1,0.25806451612903225,1.2699604607327821,0,1,6,5,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-20,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,1,6,5,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-21,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,1,6,5,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-22,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,1,6,5,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-23,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,0,5,5,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-24,861,4549995024319,1,0.25806451612903225,1.2699604607327821,0,0,5,5,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-25,861,4549995024319,2,0.25806451612903225,1.2699604607327821,1,0,5,5,0,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-26,861,4549995024319,1,0.25806451612903225,1.2699604607327821,0,0,15,5,10,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-27,861,4549995024319,1,0.25806451612903225,1.2699604607327821,0,0,15,5,10,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-28,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,0,15,5,10,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-29,861,4549995024319,1,0.25806451612903225,1.2699604607327821,0,0,15,5,10,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-30,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,0,15,5,10,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-31,861,4549995024319,0,0.25806451612903225,1.2699604607327821,0,5,15,0,10,369992,Ｍａｃ純正アクセサリー,Thunderbolt 3(USB-C)ｹｰﾌﾞﾙ 0.8m
2018-07-01,861,4549995034950,0,0.9032258064516129,3.195138021720208,0,27,27,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-02,861,4549995034950,0,0.9032258064516129,3.195138021720208,0,27,27,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-03,861,4549995034950,0,0.9032258064516129,3.195138021720208,0,27,27,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-04,861,4549995034950,0,0.9032258064516129,3.195138021720208,0,27,27,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-05,861,4549995034950,1,0.9032258064516129,3.195138021720208,0,26,26,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-06,861,4549995034950,1,0.9032258064516129,3.195138021720208,0,24,24,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-07,861,4549995034950,1,0.9032258064516129,3.195138021720208,0,24,24,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-08,861,4549995034950,0,0.9032258064516129,3.195138021720208,0,24,24,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-09,861,4549995034950,0,0.9032258064516129,3.195138021720208,0,24,24,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-10,861,4549995034950,1,0.9032258064516129,3.195138021720208,0,23,23,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-11,861,4549995034950,0,0.9032258064516129,3.195138021720208,0,23,23,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-12,861,4549995034950,2,0.9032258064516129,3.195138021720208,0,21,21,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-13,861,4549995034950,2,0.9032258064516129,3.195138021720208,0,18,18,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-14,861,4549995034950,1,0.9032258064516129,3.195138021720208,0,17,17,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-15,861,4549995034950,0,0.9032258064516129,3.195138021720208,0,17,17,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-16,861,4549995034950,3,0.9032258064516129,3.195138021720208,0,14,14,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-17,861,4549995034950,1,0.9032258064516129,3.195138021720208,0,13,13,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-18,861,4549995034950,0,0.9032258064516129,3.195138021720208,0,13,13,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-19,861,4549995034950,0,0.9032258064516129,3.195138021720208,0,13,13,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-20,861,4549995034950,1,0.9032258064516129,3.195138021720208,0,12,12,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-21,861,4549995034950,0,0.9032258064516129,3.195138021720208,0,13,13,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-22,861,4549995034950,1,0.9032258064516129,3.195138021720208,0,9,9,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-23,861,4549995034950,5,0.9032258064516129,3.195138021720208,1,7,7,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-24,861,4549995034950,3,0.9032258064516129,3.195138021720208,0,4,4,0,0,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-25,861,4549995034950,1,0.9032258064516129,3.195138021720208,0,2,12,0,10,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-26,861,4549995034950,2,0.9032258064516129,3.195138021720208,0,0,10,0,10,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-27,861,4549995034950,1,0.9032258064516129,3.195138021720208,0,0,10,0,10,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-28,861,4549995034950,0,0.9032258064516129,3.195138021720208,0,0,10,0,10,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-29,861,4549995034950,1,0.9032258064516129,3.195138021720208,0,0,10,0,10,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-30,861,4549995034950,0,0.9032258064516129,3.195138021720208,0,0,10,0,10,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-31,861,4549995034950,0,0.9032258064516129,3.195138021720208,0,0,10,0,10,369992,Ｍａｃ純正アクセサリー,Magic Mouse 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-01,861,4549995034967,0,0.45161290322580644,1.7800813085144518,0,12,12,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-02,861,4549995034967,0,0.45161290322580644,1.7800813085144518,0,12,12,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-03,861,4549995034967,0,0.45161290322580644,1.7800813085144518,0,12,12,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-04,861,4549995034967,1,0.45161290322580644,1.7800813085144518,0,10,10,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-05,861,4549995034967,1,0.45161290322580644,1.7800813085144518,0,10,10,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-06,861,4549995034967,0,0.45161290322580644,1.7800813085144518,0,10,10,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-07,861,4549995034967,1,0.45161290322580644,1.7800813085144518,0,9,9,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-08,861,4549995034967,0,0.45161290322580644,1.7800813085144518,0,9,9,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-09,861,4549995034967,0,0.45161290322580644,1.7800813085144518,0,9,9,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-10,861,4549995034967,0,0.45161290322580644,1.7800813085144518,0,9,9,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-11,861,4549995034967,1,0.45161290322580644,1.7800813085144518,0,8,8,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-12,861,4549995034967,2,0.45161290322580644,1.7800813085144518,1,6,6,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-13,861,4549995034967,0,0.45161290322580644,1.7800813085144518,0,6,6,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-14,861,4549995034967,0,0.45161290322580644,1.7800813085144518,0,6,6,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-15,861,4549995034967,1,0.45161290322580644,1.7800813085144518,0,5,5,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-16,861,4549995034967,0,0.45161290322580644,1.7800813085144518,0,5,5,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-17,861,4549995034967,0,0.45161290322580644,1.7800813085144518,0,5,5,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-18,861,4549995034967,0,0.45161290322580644,1.7800813085144518,0,4,4,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-19,861,4549995034967,2,0.45161290322580644,1.7800813085144518,1,3,3,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-20,861,4549995034967,0,0.45161290322580644,1.7800813085144518,0,3,3,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-21,861,4549995034967,0,0.45161290322580644,1.7800813085144518,0,3,3,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-22,861,4549995034967,0,0.45161290322580644,1.7800813085144518,0,3,3,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-23,861,4549995034967,0,0.45161290322580644,1.7800813085144518,0,3,4,1,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-24,861,4549995034967,0,0.45161290322580644,1.7800813085144518,0,3,4,1,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-25,861,4549995034967,1,0.45161290322580644,1.7800813085144518,0,1,2,1,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-26,861,4549995034967,1,0.45161290322580644,1.7800813085144518,0,1,13,2,10,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-27,861,4549995034967,0,0.45161290322580644,1.7800813085144518,0,0,12,2,10,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-28,861,4549995034967,2,0.45161290322580644,1.7800813085144518,1,11,12,1,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-29,861,4549995034967,0,0.45161290322580644,1.7800813085144518,0,11,12,1,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-30,861,4549995034967,0,0.45161290322580644,1.7800813085144518,0,11,12,1,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-31,861,4549995034967,1,0.45161290322580644,1.7800813085144518,0,11,12,1,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2-ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-01,861,4549995034974,0,0.5483870967741935,2.1418179400294797,0,60,60,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard(ﾃﾝｷｰ付)日本語(JIS) ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-02,861,4549995034974,0,0.5483870967741935,2.1418179400294797,0,60,60,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard(ﾃﾝｷｰ付)日本語(JIS) ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-03,861,4549995034974,0,0.5483870967741935,2.1418179400294797,0,60,60,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard(ﾃﾝｷｰ付)日本語(JIS) ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-04,861,4549995034974,0,0.5483870967741935,2.1418179400294797,0,59,59,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard(ﾃﾝｷｰ付)日本語(JIS) ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-05,861,4549995034974,1,0.5483870967741935,2.1418179400294797,0,59,59,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard(ﾃﾝｷｰ付)日本語(JIS) ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-06,861,4549995034974,0,0.5483870967741935,2.1418179400294797,0,59,59,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard(ﾃﾝｷｰ付)日本語(JIS) ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-07,861,4549995034974,1,0.5483870967741935,2.1418179400294797,0,58,58,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard(ﾃﾝｷｰ付)日本語(JIS) ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-08,861,4549995034974,0,0.5483870967741935,2.1418179400294797,0,58,58,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard(ﾃﾝｷｰ付)日本語(JIS) ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-09,861,4549995034974,1,0.5483870967741935,2.1418179400294797,0,57,57,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard(ﾃﾝｷｰ付)日本語(JIS) ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-10,861,4549995034974,1,0.5483870967741935,2.1418179400294797,0,56,56,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard(ﾃﾝｷｰ付)日本語(JIS) ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-11,861,4549995034974,1,0.5483870967741935,2.1418179400294797,0,55,55,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard(ﾃﾝｷｰ付)日本語(JIS) ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-12,861,4549995034974,0,0.5483870967741935,2.1418179400294797,0,55,55,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard(ﾃﾝｷｰ付)日本語(JIS) ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-13,861,4549995034974,0,0.5483870967741935,2.1418179400294797,0,55,55,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard(ﾃﾝｷｰ付)日本語(JIS) ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-14,861,4549995034974,0,0.5483870967741935,2.1418179400294797,0,55,55,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard(ﾃﾝｷｰ付)日本語(JIS) ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-15,861,4549995034974,0,0.5483870967741935,2.1418179400294797,0,55,55,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard(ﾃﾝｷｰ付)日本語(JIS) ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-16,861,4549995034974,1,0.5483870967741935,2.1418179400294797,0,54,54,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard(ﾃﾝｷｰ付)日本語(JIS) ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-17,861,4549995034974,0,0.5483870967741935,2.1418179400294797,0,54,54,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard(ﾃﾝｷｰ付)日本語(JIS) ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-18,861,4549995034974,3,0.5483870967741935,2.1418179400294797,1,51,51,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard(ﾃﾝｷｰ付)日本語(JIS) ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-19,861,4549995034974,0,0.5483870967741935,2.1418179400294797,0,51,51,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard(ﾃﾝｷｰ付)日本語(JIS) ｽﾍﾟｰｽｸﾞﾚｲ
2018-07-20,861,4549995034974,1,0.5483870967741935,2.1418179400294797,0,50,50,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard(ﾃﾝｷｰ付)日本語(JIS) ｽﾍﾟｰｽｸﾞﾚｲ
